PID,X,Y,Z
53486,242767.147095,8196180.895874,3450.0
53487,242767.147095,8196604.393311,3356.0
53488,242767.155273,8196611.602051,3354.0
53489,242767.171753,8196564.400146,3368.0
53490,242767.180054,8196386.810547,3416.0
53491,242767.180054,8196821.796143,3314.0
53492,242767.196533,8196802.409424,3308.0
53493,242767.196533,8196821.196289,3314.0
53494,242767.204834,8196393.72937,3406.0
53495,242767.204834,8196434.272461,3406.0
53496,242767.213013,8196340.64856,3424.0
53497,242767.221313,8196822.095947,3314.0
53498,242767.229492,8196377.372192,3418.0
53499,242767.229492,8196490.802734,3394.0
53500,242767.237793,8196836.453613,3308.0
53501,242767.245972,8196640.797119,3342.0
53502,242767.245972,8196780.822998,3302.0
53503,242767.254272,8196393.909424,3406.0
53504,242767.254272,8196822.395996,3314.0
53505,242767.262451,8195926.829346,3524.0
53506,242767.270752,8196794.020752,3306.0
53507,242767.287231,8196852.11084,3300.0
53508,242767.295532,8196595.204834,3358.0
53509,242767.295532,8196604.603271,3356.0
53510,242767.295532,8196802.199463,3308.0
53511,242767.303711,8196320.182007,3428.0
53512,242767.303711,8196394.079346,3406.0
53513,242767.32019,8196062.626099,3486.0
53514,242767.328491,8196630.998779,3346.0
53515,242767.344971,8196350.816772,3422.0
53516,242767.344971,8196389.270142,3412.0
53517,242767.344971,8196390.030029,3412.0
53518,242767.353271,8196595.294922,3358.0
53519,242767.36145,8196087.221924,3478.0
53520,242767.36145,8196239.795776,3446.0
53521,242767.37793,8196430.303101,3408.0
53522,242767.37793,8196744.999268,3300.0
53523,242767.38623,8196692.798096,3322.0
53524,242767.394409,8196685.199463,3324.0
53525,242767.40271,8196595.404785,3358.0
53526,242767.410889,8196271.800293,3442.0
53527,242767.410889,8196491.202637,3394.0
53528,242767.419189,8196366.514038,3420.0
53529,242767.42749,8196808.998291,3310.0
53530,242767.435669,8196159.049561,3450.0
53531,242767.435669,8196473.985718,3396.0
53532,242767.44397,8196095.270508,3476.0
53533,242767.44397,8196305.774536,3434.0
53534,242767.44397,8196595.494873,3358.0
53535,242767.452148,8195910.702148,3518.0
53536,242767.452148,8196033.921021,3498.0
53537,242767.452148,8196054.567505,3490.0
53538,242767.452148,8196391.069824,3410.0
53539,242767.460449,8196605.213135,3356.0
53540,242767.468628,8195907.722656,3516.0
53541,242767.468628,8196119.296387,3466.0
53542,242767.468628,8196679.780518,3326.0
53543,242767.485107,8196393.179565,3408.0
53544,242767.485107,8196405.927368,3412.0
53545,242767.485107,8196427.353638,3406.0
53546,242767.485107,8196595.604736,3358.0
53547,242767.493408,8196421.524658,3408.0
53548,242767.493408,8196612.201904,3354.0
53549,242767.501709,8196445.990479,3402.0
53550,242767.509888,8196433.012695,3408.0
53551,242767.518188,8196050.688232,3492.0
53552,242767.526367,8196312.513306,3432.0
53553,242767.534668,8196446.870361,3402.0
53554,242767.534668,8196793.400879,3306.0
53555,242767.542847,8196278.999023,3440.0
53556,242767.559326,8196179.986084,3450.0
53557,242767.559326,8196692.598145,3322.0
53558,242767.567627,8196081.48291,3480.0
53559,242767.567627,8196596.004883,3358.0
53560,242767.567627,8196787.001953,3304.0
53561,242767.575806,8196226.408081,3450.0
53562,242767.575806,8196406.297241,3412.0
53563,242767.575806,8196552.89209,3372.0
53564,242767.575806,8196553.002197,3372.0
53565,242767.584106,8196670.002197,3330.0
53566,242767.592407,8195934.228149,3526.0
53567,242767.592407,8196352.206543,3422.0
53568,242767.600586,8195921.090332,3522.0
53569,242767.600586,8196004.396118,3512.0
53570,242767.600586,8196388.780273,3414.0
53571,242767.600586,8196389.750122,3414.0
53572,242767.600586,8196491.83252,3394.0
53573,242767.608887,8196240.39563,3446.0
53574,242767.608887,8196500.980957,3392.0
53575,242767.608887,8196501.000977,3392.0
53576,242767.617065,8196546.803223,3374.0
53577,242767.633545,8196393.72937,3408.0
53578,242767.641846,8196261.202148,3444.0
53579,242767.650024,8196291.596924,3436.0
53580,242767.650024,8196458.518311,3398.0
53581,242767.658325,8196827.565186,3312.0
53582,242767.666626,8196430.673096,3408.0
53583,242767.666626,8196565.399902,3368.0
53584,242767.683105,8196605.802979,3356.0
53585,242767.691284,8196261.602051,3444.0
53586,242767.699585,8196780.403076,3302.0
53587,242767.707764,8196352.846436,3422.0
53588,242767.707764,8196378.702026,3418.0
53589,242767.716064,8196474.595581,3396.0
53590,242767.732544,8196427.423706,3406.0
53591,242767.749023,8196367.313965,3420.0
53592,242767.765503,8196272.180298,3442.0
53593,242767.765503,8196306.974243,3434.0
53594,242767.773804,8196392.639648,3410.0
53595,242767.773804,8196793.091064,3306.0
53596,242767.781982,8196001.08667,3516.0
53597,242767.781982,8196394.24939,3408.0
53598,242767.790283,8196087.821777,3478.0
53599,242767.790283,8196501.321045,3392.0
53600,242767.806763,8196434.9823,3406.0
53601,242767.806763,8196516.598389,3386.0
53602,242767.806763,8196773.004395,3300.0
53603,242767.823242,8195926.779419,3524.0
53604,242767.848022,8196457.968384,3398.0
53605,242767.848022,8196492.402588,3394.0
53606,242767.856201,8196388.280396,3416.0
53607,242767.856201,8196389.470093,3416.0
53608,242767.856201,8196391.099854,3412.0
53609,242767.856201,8196606.203125,3356.0
53610,242767.864502,8196396.858887,3414.0
53611,242767.872681,8196700.796875,3318.0
53612,242767.880981,8196427.313721,3406.0
53613,242767.880981,8196690.998535,3322.0
53614,242767.880981,8196780.203125,3302.0
53615,242767.889282,8196302.805054,3432.0
53616,242767.889282,8196431.162964,3408.0
53617,242767.897461,8196650.995361,3338.0
53618,242767.905762,8196043.949341,3494.0
53619,242767.905762,8196121.80603,3464.0
53620,242767.905762,8196815.197266,3312.0
53621,242767.91394,8196719.403564,3306.0
53622,242767.922241,8196328.980469,3426.0
53623,242767.922241,8196354.636108,3422.0
53624,242767.922241,8196426.943726,3406.0
53625,242767.922241,8196427.293701,3406.0
53626,242767.922241,8196565.800049,3368.0
53627,242767.938721,8196240.995605,3446.0
53628,242767.938721,8196389.630127,3416.0
53629,242767.9552,8196133.234009,3460.0
53630,242767.9552,8196534.995117,3380.0
53631,242767.97168,8196355.07605,3422.0
53632,242767.97998,8196606.512939,3356.0
53633,242767.99646,8196458.148438,3398.0
53634,242767.99646,8196869.797852,3296.0
53635,242768.004639,8195926.71936,3524.0
53636,242768.004639,8196119.496338,3466.0
53637,242768.004639,8196547.203125,3374.0
53638,242768.012939,8196393.549438,3410.0
53639,242768.012939,8196414.655884,3410.0
53640,242768.021118,8195940.2771,3528.0
53641,242768.021118,8196434.772339,3408.0
53642,242768.021118,8196453.829102,3400.0
53643,242768.037598,8195955.514526,3532.0
53644,242768.054199,8196792.801025,3306.0
53645,242768.062378,8196392.089722,3412.0
53646,242768.062378,8196501.60083,3392.0
53647,242768.078857,8196272.60022,3442.0
53648,242768.078857,8196448.450073,3402.0
53649,242768.087158,8196848.471436,3302.0
53650,242768.087158,8196886.774902,3294.0
53651,242768.095337,8196414.74585,3410.0
53652,242768.103638,8196342.448242,3424.0
53653,242768.111816,8196237.006226,3448.0
53654,242768.111816,8196369.033691,3420.0
53655,242768.111816,8196414.815796,3410.0
53656,242768.111816,8196458.218384,3398.0
53657,242768.111816,8196792.601074,3306.0
53658,242768.120117,8196434.892334,3408.0
53659,242768.128418,8196032.281372,3500.0
53660,242768.128418,8196397.668701,3414.0
53661,242768.128418,8196432.382813,3408.0
53662,242768.128418,8196525.896729,3384.0
53663,242768.128418,8196606.802979,3356.0
53664,242768.128418,8196786.432129,3304.0
53665,242768.136597,8196379.621826,3418.0
53666,242768.136597,8196824.815674,3314.0
53667,242768.153076,8196792.401123,3306.0
53668,242768.169556,8196554.001953,3372.0
53669,242768.177856,8196140.552734,3458.0
53670,242768.177856,8196807.998535,3310.0
53671,242768.177856,8196827.795166,3312.0
53672,242768.186035,8197019.322266,3270.0
53673,242768.194336,8196046.488892,3494.0
53674,242768.194336,8196176.416626,3450.0
53675,242768.202637,8196422.604492,3408.0
53676,242768.210815,8196493.202393,3394.0
53677,242768.219116,8196023.872803,3506.0
53678,242768.227295,8196051.43811,3492.0
53679,242768.235596,8196128.55481,3462.0
53680,242768.235596,8196690.928467,3322.0
53681,242768.260254,8196391.119873,3414.0
53682,242768.268555,8196394.419312,3410.0
53683,242768.285034,8196448.650024,3402.0
53684,242768.293335,8196344.327881,3424.0
53685,242768.301514,8196435.172363,3408.0
53686,242768.301514,8196680.000488,3326.0
53687,242768.317993,8195910.352173,3518.0
53688,242768.317993,8196308.394043,3434.0
53689,242768.317993,8196517.738281,3386.0
53690,242768.317993,8196573.998535,3364.0
53691,242768.317993,8196718.803711,3306.0
53692,242768.334473,8196155.84021,3452.0
53693,242768.334473,8196746.999023,3300.0
53694,242768.334473,8196819.996338,3314.0
53695,242768.334473,8196825.205566,3314.0
53696,242768.342773,8196024.922607,3506.0
53697,242768.350952,8196391.539795,3414.0
53698,242768.350952,8196771.004883,3300.0
53699,242768.359253,8196407.01709,3412.0
53700,242768.375732,8195926.589478,3524.0
53701,242768.384033,8196560.000977,3370.0
53702,242768.392212,8196321.331787,3428.0
53703,242768.392212,8196415.325684,3410.0
53704,242768.400513,8196393.369507,3412.0
53705,242768.400513,8196731.001709,3300.0
53706,242768.408691,8196448.809937,3402.0
53707,242768.416992,8196122.535889,3464.0
53708,242768.416992,8196217.5896,3450.0
53709,242768.416992,8196660.403809,3334.0
53710,242768.425171,8196423.014404,3408.0
53711,242768.433472,8196458.718262,3398.0
53712,242768.441772,8196002.746338,3514.0
53713,242768.458252,8196705.395996,3316.0
53714,242768.48291,8196025.192505,3506.0
53715,242768.48291,8196044.149292,3494.0
53716,242768.48291,8196398.408569,3414.0
53717,242768.491211,8196800.599609,3308.0
53718,242768.49939,8196825.615479,3314.0
53719,242768.50769,8196330.930176,3426.0
53720,242768.50769,8196380.351685,3418.0
53721,242768.50769,8196432.942749,3408.0
53722,242768.515991,8195939.877197,3528.0
53723,242768.515991,8196369.823486,3420.0
53724,242768.515991,8196458.848267,3398.0
53725,242768.532471,8196690.798584,3322.0
53726,242768.540649,8196064.045898,3486.0
53727,242768.540649,8196230.257446,3450.0
53728,242768.540649,8196646.996094,3340.0
53729,242768.54895,8196274.199951,3442.0
53730,242768.54895,8196711.39502,3312.0
53731,242768.557129,8195962.523315,3534.0
53732,242768.557129,8196771.004883,3300.0
53733,242768.56543,8196223.718506,3450.0
53734,242768.581909,8196099.159912,3476.0
53735,242768.581909,8196264.601563,3444.0
53736,242768.59021,8196035.510742,3496.0
53737,242768.614868,8196091.391235,3476.0
53738,242768.614868,8196547.802979,3374.0
53739,242768.623169,8196025.452515,3506.0
53740,242768.623169,8196091.391235,3476.0
53741,242768.623169,8196091.401245,3476.0
53742,242768.631348,8196423.184326,3408.0
53743,242768.639648,8196785.802246,3304.0
53744,242768.647827,8196459.078247,3398.0
53745,242768.656128,8196636.997803,3344.0
53746,242768.672607,8196511.599121,3388.0
53747,242768.672607,8196642.396729,3342.0
53748,242768.680908,8196120.466187,3466.0
53749,242768.689087,8196561.000732,3370.0
53750,242768.697388,8196518.998047,3386.0
53751,242768.697388,8196807.998535,3310.0
53752,242768.697388,8196814.437256,3312.0
53753,242768.713867,8196047.21875,3494.0
53754,242768.713867,8196434.612427,3408.0
53755,242768.722046,8196416.095581,3410.0
53756,242768.722046,8196779.40332,3302.0
53757,242768.730347,8196287.997559,3438.0
53758,242768.730347,8196599.204346,3358.0
53759,242768.730347,8196700.866699,3318.0
53760,242768.738525,8196129.424683,3462.0
53761,242768.738525,8196800.199707,3308.0
53762,242768.746826,8196020.633301,3508.0
53763,242768.746826,8196274.399902,3442.0
53764,242768.746826,8196704.796143,3316.0
53765,242768.755127,8196332.779907,3426.0
53766,242768.755127,8196356.285889,3422.0
53767,242768.755127,8196394.579224,3412.0
53768,242768.755127,8196415.88562,3410.0
53769,242768.763306,8196434.832397,3408.0
53770,242768.763306,8196454.739014,3400.0
53771,242768.763306,8196825.79541,3314.0
53772,242768.771606,8196407.737061,3412.0
53773,242768.771606,8196646.996094,3340.0
53774,242768.771606,8196785.592285,3304.0
53775,242768.779785,8196393.189453,3414.0
53776,242768.788086,8196407.677002,3412.0
53777,242768.788086,8196428.773438,3406.0
53778,242768.788086,8196479.404785,3396.0
53779,242768.788086,8196607.402832,3356.0
53780,242768.796265,8196728.002197,3300.0
53781,242768.804565,8196871.637451,3296.0
53782,242768.829346,8196061.706299,3488.0
53783,242768.829346,8196174.866943,3450.0
53784,242768.837524,8196052.517822,3492.0
53785,242768.837524,8197055.956055,3264.0
53786,242768.845825,8196102.189331,3474.0
53787,242768.862305,8196316.3927,3430.0
53788,242768.862305,8196322.321655,3428.0
53789,242768.870483,8196708.595459,3314.0
53790,242768.878784,8196436.582031,3406.0
53791,242768.886963,8196675.001221,3328.0
53792,242768.895264,8196372.433105,3420.0
53793,242768.895264,8196519.5979,3386.0
53794,242768.895264,8196844.832031,3304.0
53795,242768.903564,8196371.513184,3420.0
53796,242768.920044,8196083.772461,3480.0
53797,242768.920044,8196548.402832,3374.0
53798,242768.920044,8196599.804199,3358.0
53799,242768.920044,8196650.995361,3338.0
53800,242768.928223,8196511.799316,3388.0
53801,242768.928223,8196785.402344,3304.0
53802,242768.936523,8196848.971436,3302.0
53803,242768.944702,8196089.141602,3478.0
53804,242768.944702,8196164.408691,3450.0
53805,242768.953003,8196274.999756,3442.0
53806,242768.961182,8196371.953125,3420.0
53807,242768.961182,8196399.80835,3414.0
53808,242768.961182,8196650.995361,3338.0
53809,242768.969482,8196316.542603,3430.0
53810,242768.969482,8196585.996582,3360.0
53811,242768.969482,8196819.416504,3314.0
53812,242768.977783,8196164.45874,3450.0
53813,242768.977783,8197009.513916,3272.0
53814,242768.994263,8195947.235962,3530.0
53815,242768.994263,8196102.24939,3474.0
53816,242768.994263,8196381.531494,3418.0
53817,242769.002441,8196032.701294,3500.0
53818,242769.027222,8196571.398926,3366.0
53819,242769.0354,8196791.201416,3306.0
53820,242769.043701,8196294.396484,3436.0
53821,242769.043701,8196309.193848,3434.0
53822,242769.060181,8196335.549438,3426.0
53823,242769.07666,8196334.379639,3426.0
53824,242769.07666,8196544.003662,3376.0
53825,242769.09314,8196030.631592,3502.0
53826,242769.109619,8196428.533447,3406.0
53827,242769.109619,8196708.195557,3314.0
53828,242769.126099,8195907.092773,3516.0
53829,242769.126099,8195913.001709,3520.0
53830,242769.137619,8195898.947394,3516.0
53831,242769.1427,8195907.092773,3516.0
53832,242769.1427,8196244.60498,3446.0
53833,242769.1427,8196785.182373,3304.0
53834,242769.150879,8196520.857666,3386.0
53835,242769.150879,8196527.596436,3384.0
53836,242769.150879,8196685.799316,3324.0
53837,242769.15918,8196437.991821,3404.0
53838,242769.15918,8196548.802979,3374.0
53839,242769.15918,8196607.572754,3356.0
53840,242769.167358,8195910.032227,3518.0
53841,242769.167358,8195912.981812,3520.0
53842,242769.167358,8196173.577148,3450.0
53843,242769.167358,8196357.105713,3422.0
53844,242769.167358,8196481.364502,3396.0
53845,242769.175659,8196123.165771,3464.0
53846,242769.175659,8196438.061768,3404.0
53847,242769.183838,8196799.399902,3308.0
53848,242769.192139,8195984.05957,3526.0
53849,242769.192139,8196600.214111,3358.0
53850,242769.208618,8195912.971802,3520.0
53851,242769.208618,8196381.961426,3418.0
53852,242769.216919,8196112.797485,3468.0
53853,242769.225098,8196675.001221,3328.0
53854,242769.233398,8196394.749268,3414.0
53855,242769.233398,8196790.881348,3306.0
53856,242769.233398,8196997.216064,3274.0
53857,242769.241577,8196357.445679,3422.0
53858,242769.258057,8196806.998535,3310.0
53859,242769.266357,8195907.022827,3516.0
53860,242769.266357,8196799.199951,3308.0
53861,242769.274536,8196977.429443,3278.0
53862,242769.282837,8196347.387329,3424.0
53863,242769.282837,8196704.796143,3316.0
53864,242769.291138,8196512.249023,3388.0
53865,242769.299316,8196360.275146,3422.0
53866,242769.299316,8196779.013428,3302.0
53867,242769.324097,8196390.579956,3416.0
53868,242769.340576,8196373.272949,3420.0
53869,242769.348755,8196455.098877,3400.0
53870,242769.348755,8196540.204346,3378.0
53871,242769.357056,8196400.138306,3414.0
53872,242769.357056,8196651.195312,3338.0
53873,242769.365356,8196057.327026,3490.0
53874,242769.365356,8196785.002441,3304.0
53875,242769.381836,8196813.597412,3312.0
53876,242769.390015,8196642.996826,3342.0
53877,242769.398315,8196685.799316,3324.0
53878,242769.406494,8195993.897949,3524.0
53879,242769.414795,8196586.996338,3360.0
53880,242769.422974,8196246.604614,3446.0
53881,242769.422974,8196275.999634,3442.0
53882,242769.422974,8196360.455078,3422.0
53883,242769.422974,8196509.999512,3390.0
53884,242769.431274,8196642.996826,3342.0
53885,242769.447754,8196711.39502,3312.0
53886,242769.456055,8196562.000488,3370.0
53887,242769.464233,8196483.404053,3396.0
53888,242769.464233,8196790.601318,3306.0
53889,242769.472534,8196607.802734,3356.0
53890,242769.480713,8196637.797607,3344.0
53891,242769.489014,8196233.126953,3450.0
53892,242769.489014,8196360.675049,3422.0
53893,242769.497192,8196544.803467,3376.0
53894,242769.505493,8196068.955078,3484.0
53895,242769.505493,8196142.372437,3458.0
53896,242769.513672,8196549.402832,3374.0
53897,242769.513672,8196600.604004,3358.0
53898,242769.513672,8196798.380127,3308.0
53899,242769.521973,8196314.213013,3432.0
53900,242769.530273,8196463.337524,3398.0
53901,242769.530273,8196671.001953,3330.0
53902,242769.538452,8196408.606812,3412.0
53903,242769.538452,8196521.997559,3386.0
53904,242769.554932,8195969.802002,3534.0
53905,242769.563232,8196675.201172,3328.0
53906,242769.563232,8196750.998291,3300.0
53907,242769.571411,8196818.796631,3314.0
53908,242769.579712,8196099.699829,3476.0
53909,242769.587891,8196651.275391,3338.0
53910,242769.596191,8196391.65979,3416.0
53911,242769.604492,8196766.995361,3300.0
53912,242769.612671,8196430.603149,3406.0
53913,242769.612671,8196700.796875,3318.0
53914,242769.62915,8196314.302979,3432.0
53915,242769.637451,8196303.854858,3434.0
53916,242769.637451,8196430.743042,3406.0
53917,242769.64563,8196812.797607,3312.0
53918,242769.653931,8195920.030518,3522.0
53919,242769.653931,8196171.407471,3450.0
53920,242769.653931,8196556.401611,3372.0
53921,242769.67041,8196171.287476,3450.0
53922,242769.678711,8196171.237549,3450.0
53923,242769.678711,8196540.604248,3378.0
53924,242769.69519,8196575.79834,3364.0
53925,242769.69519,8196841.192871,3306.0
53926,242769.69519,8196961.62207,3282.0
53927,242769.703369,8195939.927124,3528.0
53928,242769.703369,8196708.075684,3314.0
53929,242769.719849,8195932.80835,3526.0
53930,242769.719849,8196037.090454,3494.0
53931,242769.736328,8196247.204468,3446.0
53932,242769.736328,8196601.433838,3358.0
53933,242769.744629,8196137.503296,3460.0
53934,242769.75293,8196875.886719,3296.0
53935,242769.761108,8196512.599121,3388.0
53936,242769.769409,8196418.535156,3410.0
53937,242769.769409,8196750.998291,3300.0
53938,242769.777588,8196289.59729,3438.0
53939,242769.777588,8196310.363647,3434.0
53940,242769.777588,8196651.395264,3338.0
53941,242769.794067,8196778.603516,3302.0
53942,242769.810547,8196022.373047,3508.0
53943,242769.810547,8196089.891479,3478.0
53944,242769.810547,8196438.781738,3404.0
53945,242769.827026,8196438.801758,3404.0
53946,242769.835327,8196168.298096,3450.0
53947,242769.835327,8196423.854248,3408.0
53948,242769.835327,8196484.003906,3396.0
53949,242769.843628,8196463.597412,3398.0
53950,242769.843628,8196562.000488,3370.0
53951,242769.843628,8196797.600342,3308.0
53952,242769.851807,8196666.202637,3332.0
53953,242769.860107,8196695.997559,3320.0
53954,242769.876587,8196818.58667,3314.0
53955,242769.901245,8196283.998169,3440.0
53956,242769.909546,8196400.938232,3414.0
53957,242769.909546,8196537.004883,3380.0
53958,242769.917847,8196152.160767,3454.0
53959,242769.917847,8196505.600342,3392.0
53960,242769.926025,8196106.708618,3472.0
53961,242769.926025,8196167.68811,3450.0
53962,242769.926025,8196666.302734,3332.0
53963,242769.950806,8196050.108276,3494.0
53964,242769.950806,8196608.402588,3356.0
53965,242769.958984,8196079.363281,3482.0
53966,242769.958984,8196464.197388,3398.0
53967,242769.958984,8196550.602539,3374.0
53968,242769.958984,8196797.400391,3308.0
53969,242769.967285,8196512.999023,3388.0
53970,242769.975464,8196023.722778,3508.0
53971,242769.975464,8196736.800537,3302.0
53972,242769.992065,8195899.904053,3516.0
53973,242769.992065,8196041.849731,3494.0
53974,242769.992065,8196247.804443,3446.0
53975,242769.992065,8196826.135254,3314.0
53976,242770.000244,8196099.869751,3476.0
53977,242770.000244,8196532.995605,3382.0
53978,242770.000244,8196704.626221,3316.0
53979,242770.008545,8196666.402832,3332.0
53980,242770.016724,8196300.795288,3434.0
53981,242770.033203,8196557.201416,3372.0
53982,242770.033203,8196602.203613,3358.0
53983,242770.033203,8196812.197754,3312.0
53984,242770.041504,8196401.998047,3414.0
53985,242770.041504,8196718.803711,3306.0
53986,242770.049683,8196363.174683,3422.0
53987,242770.057983,8196579.797607,3362.0
53988,242770.057983,8196680.600342,3326.0
53989,242770.057983,8196956.052979,3284.0
53990,242770.066284,8196028.991943,3504.0
53991,242770.066284,8196430.263184,3406.0
53992,242770.074463,8195981.120117,3528.0
53993,242770.074463,8196362.614746,3422.0
53994,242770.074463,8196524.796875,3386.0
53995,242770.074463,8197020.812012,3270.0
53996,242770.082764,8196268.60083,3444.0
53997,242770.082764,8196404.397583,3414.0
53998,242770.082764,8196513.098877,3388.0
53999,242770.082764,8196739.200195,3302.0
54000,242770.099243,8196050.258301,3494.0
54001,242770.115723,8196221.078979,3450.0
54002,242770.115723,8196739.400146,3302.0
54003,242770.123901,8196485.203857,3396.0
54004,242770.123901,8196878.766357,3296.0
54005,242770.140503,8196579.997559,3362.0
54006,242770.140503,8196666.502686,3332.0
54007,242770.140503,8196784.492432,3304.0
54008,242770.148682,8196425.803955,3408.0
54009,242770.148682,8196602.293701,3358.0
54010,242770.156982,8196024.052734,3508.0
54011,242770.156982,8196430.263184,3406.0
54012,242770.156982,8196739.600098,3302.0
54013,242770.165161,8196513.198975,3388.0
54014,242770.173462,8196499.80127,3394.0
54015,242770.173462,8196638.19751,3344.0
54016,242770.181641,8196707.795654,3314.0
54017,242770.189941,8196079.823242,3482.0
54018,242770.189941,8196716.204102,3308.0
54019,242770.189941,8196804.999023,3310.0
54020,242770.19812,8196268.60083,3444.0
54021,242770.206421,8196249.00415,3446.0
54022,242770.206421,8196818.396729,3314.0
54023,242770.2229,8196006.415771,3512.0
54024,242770.2229,8196050.478271,3494.0
54025,242770.2229,8196403.417725,3414.0
54026,242770.2229,8196485.60376,3396.0
54027,242770.2229,8196591.995361,3360.0
54028,242770.23938,8196067.9552,3484.0
54029,242770.23938,8196430.403198,3406.0
54030,242770.23938,8196850.02124,3302.0
54031,242770.247681,8196602.403564,3358.0
54032,242770.255859,8196426.273804,3408.0
54033,242770.255859,8196789.801514,3306.0
54034,242770.26416,8196374.972656,3420.0
54035,242770.272339,8196350.026855,3424.0
54036,242770.272339,8196375.622559,3420.0
54037,242770.28064,8195946.965942,3530.0
54038,242770.288818,8196643.306641,3342.0
54039,242770.288818,8196666.602783,3332.0
54040,242770.297119,8196269.200806,3444.0
54041,242770.297119,8196811.817871,3312.0
54042,242770.30542,8196350.096924,3424.0
54043,242770.30542,8196425.154053,3408.0
54044,242770.313599,8196311.533447,3434.0
54045,242770.313599,8196680.600342,3326.0
54046,242770.321899,8196557.601318,3372.0
54047,242770.330078,8196138.923096,3460.0
54048,242770.330078,8196350.136841,3424.0
54049,242770.330078,8196722.203125,3304.0
54050,242770.338379,8195931.828491,3526.0
54051,242770.338379,8196024.3927,3508.0
54052,242770.338379,8196546.003418,3376.0
54053,242770.363037,8196364.184448,3422.0
54054,242770.371338,8196777.803711,3302.0
54055,242770.379639,8196249.604126,3446.0
54056,242770.379639,8196652.195068,3338.0
54057,242770.387817,8196324.151367,3428.0
54058,242770.412598,8196602.60376,3358.0
54059,242770.420776,8196271.000488,3444.0
54060,242770.420776,8196666.702637,3332.0
54061,242770.429077,8196404.537598,3414.0
54062,242770.453857,8196710.785156,3312.0
54063,242770.453857,8196735.000977,3302.0
54064,242770.462036,8196393.299438,3416.0
54065,242770.462036,8196741.999756,3302.0
54066,242770.478516,8196796.17041,3308.0
54067,242770.486816,8196080.32312,3482.0
54068,242770.486816,8196551.802246,3374.0
54069,242770.494995,8196003.926147,3514.0
54070,242770.494995,8196305.274536,3436.0
54071,242770.494995,8196742.099854,3302.0
54072,242770.503296,8196037.720459,3494.0
54073,242770.503296,8196064.515869,3488.0
54074,242770.503296,8196837.553467,3308.0
54075,242770.511475,8196486.203613,3396.0
54076,242770.511475,8196608.80249,3356.0
54077,242770.519775,8196657.204346,3336.0
54078,242770.528076,8196542.204102,3378.0
54079,242770.528076,8196742.199707,3302.0
54080,242770.528076,8196811.397949,3312.0
54081,242770.536255,8196364.484375,3422.0
54082,242770.544556,8195909.71228,3518.0
54083,242770.544556,8195984.789429,3526.0
54084,242770.544556,8196305.44458,3436.0
54085,242770.544556,8196338.098999,3426.0
54086,242770.544556,8196468.996582,3398.0
54087,242770.544556,8196506.800049,3392.0
54088,242770.569214,8196666.802734,3332.0
54089,242770.577515,8196755.997314,3300.0
54090,242770.585693,8196318.342285,3430.0
54091,242770.585693,8196366.134155,3422.0
54092,242770.585693,8196845.842041,3304.0
54093,242770.602173,8196451.679443,3402.0
54094,242770.602173,8196704.196289,3316.0
54095,242770.610474,8196376.502319,3420.0
54096,242770.618774,8196305.644531,3436.0
54097,242770.626953,8196487.003418,3396.0
54098,242770.626953,8196804.999023,3310.0
54099,242770.635254,8196591.995361,3360.0
54100,242770.635263,8195898.927893,3516.263513
54101,242770.643433,8196271.400391,3444.0
54102,242770.651733,8196756.997314,3300.0
54103,242770.651733,8196811.287842,3312.0
54104,242770.659912,8196415.775635,3412.0
54105,242770.659912,8196742.599609,3302.0
54106,242770.659912,8196777.413818,3302.0
54107,242770.668213,8196324.831177,3428.0
54108,242770.668213,8196365.534302,3422.0
54109,242770.676392,8196707.435791,3314.0
54110,242770.684692,8196118.406616,3466.0
54111,242770.701172,8196510.999268,3390.0
54112,242770.709473,8196638.6875,3344.0
54113,242770.709473,8196756.997314,3300.0
54114,242770.725952,8196647.99585,3340.0
54115,242770.734131,8196694.997803,3320.0
54116,242770.742432,8196315.942749,3432.0
54117,242770.742432,8196721.603271,3304.0
54118,242770.75061,8196126.975098,3464.0
54119,242770.75061,8196131.504395,3462.0
54120,242770.75061,8196592.995361,3360.0
54121,242770.758911,8196118.396606,3466.0
54122,242770.767212,8196592.995361,3360.0
54123,242770.767212,8196759.996582,3300.0
54124,242770.767212,8196783.80249,3304.0
54125,242770.783691,8196811.197998,3312.0
54126,242770.79187,8195905.373047,3516.0
54127,242770.79187,8196118.406616,3466.0
54128,242770.79187,8196534.195313,3382.0
54129,242770.800171,8196100.489624,3476.0
54130,242770.80835,8196305.004639,3436.0
54131,242770.80835,8196318.642334,3430.0
54132,242770.80835,8196384.141113,3418.0
54133,242770.80835,8196552.402344,3374.0
54134,242770.80835,8196580.797363,3362.0
54135,242770.80835,8196758.996826,3300.0
54136,242770.81665,8196019.913452,3510.0
54137,242770.83313,8196409.556763,3412.0
54138,242770.841431,8196603.403564,3358.0
54139,242770.841431,8196703.966309,3316.0
54140,242770.849609,8195939.277222,3528.0
54141,242770.849609,8196394.169312,3416.0
54142,242770.849609,8196609.402588,3356.0
54143,242770.849609,8196742.999512,3302.0
54144,242770.85791,8196235.676514,3450.0
54145,242770.85791,8196302.39502,3434.0
54146,242770.85791,8196440.901367,3404.0
54147,242770.85791,8196675.781006,3328.0
54148,242770.866089,8196440.871338,3404.0
54149,242770.87439,8196272.200195,3444.0
54150,242770.87439,8196789.111816,3306.0
54151,242770.882568,8195985.529297,3526.0
