sample_id,hole_id,dataset_id,project_id,campaign_id,from_m,to_m,length_m,cu_pct,mo_pct,au_gt
QV-C01-008-A0219,QV-C01-008,DS00,quebrada_verde,CAMPAIGN_01,436.000000000,438.000000000,2.000000000,0.106393607,0.000000000,0.000000000
QV-C01-008-A0220,QV-C01-008,DS00,quebrada_verde,CAMPAIGN_01,438.000000000,440.000000000,2.000000000,0.100655820,0.000000000,0.000000000
QV-C01-008-A0221,QV-C01-008,DS00,quebrada_verde,CAMPAIGN_01,440.000000000,442.000000000,2.000000000,0.097137199,0.000000000,0.000000000
QV-C01-008-A0222,QV-C01-008,DS00,quebrada_verde,CAMPAIGN_01,442.000000000,442.888441862,0.888441862,0.098914309,0.000000000,0.000000000
QV-C01-009-A0001,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,0.000000000,2.000000000,2.000000000,0.047578540,0.000000000,0.000000000
QV-C01-009-A0002,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,2.000000000,4.000000000,2.000000000,0.049071171,0.000000000,0.000000000
QV-C01-009-A0003,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,4.000000000,6.000000000,2.000000000,0.053573405,0.000000000,0.000000000
QV-C01-009-A0004,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,6.000000000,8.000000000,2.000000000,0.056987840,0.000000000,0.000000000
QV-C01-009-A0005,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,8.000000000,10.000000000,2.000000000,0.052549526,0.000000000,0.000000000
QV-C01-009-A0006,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,10.000000000,12.000000000,2.000000000,0.049211071,0.000000000,0.000000000
QV-C01-009-A0007,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,12.000000000,14.000000000,2.000000000,0.055372221,0.000000000,0.000000000
QV-C01-009-A0008,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,14.000000000,16.000000000,2.000000000,0.054672714,0.000000000,0.000000000
QV-C01-009-A0009,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,16.000000000,18.000000000,2.000000000,0.055354743,0.000000000,0.000000000
QV-C01-009-A0010,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,18.000000000,20.000000000,2.000000000,0.058920348,0.000000000,0.000000000
QV-C01-009-A0011,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,20.000000000,22.000000000,2.000000000,0.062190315,0.000000000,0.000000000
QV-C01-009-A0012,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,22.000000000,24.000000000,2.000000000,0.060485426,0.000000000,0.000000000
QV-C01-009-A0013,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,24.000000000,26.000000000,2.000000000,0.058389919,0.000000000,0.000000000
QV-C01-009-A0014,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,26.000000000,28.000000000,2.000000000,0.061076258,0.000000000,0.000000000
QV-C01-009-A0015,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,28.000000000,30.000000000,2.000000000,0.065926473,0.000000000,0.000000000
QV-C01-009-A0016,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,30.000000000,32.000000000,2.000000000,0.065779051,0.000000000,0.000000000
QV-C01-009-A0017,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,32.000000000,34.000000000,2.000000000,0.066409209,0.000000000,0.000000000
QV-C01-009-A0018,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,34.000000000,36.000000000,2.000000000,0.061707537,0.000000000,0.000000000
QV-C01-009-A0019,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,36.000000000,38.000000000,2.000000000,0.065546580,0.000000000,0.000000000
QV-C01-009-A0020,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,38.000000000,40.000000000,2.000000000,0.068215836,0.000000000,0.000000000
QV-C01-009-A0021,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,40.000000000,42.000000000,2.000000000,0.071004307,0.000000000,0.000000000
QV-C01-009-A0022,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,42.000000000,44.000000000,2.000000000,0.066749191,0.000000000,0.000000000
QV-C01-009-A0023,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,44.000000000,46.000000000,2.000000000,0.065472471,0.000000000,0.000000000
QV-C01-009-A0024,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,46.000000000,48.000000000,2.000000000,0.065379520,0.000000000,0.000000000
QV-C01-009-A0025,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,48.000000000,50.000000000,2.000000000,0.072336272,0.000000000,0.000000000
QV-C01-009-A0026,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,50.000000000,52.000000000,2.000000000,0.065783727,0.000000000,0.000000000
QV-C01-009-A0027,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,52.000000000,54.000000000,2.000000000,0.067229584,0.000000000,0.000000000
QV-C01-009-A0028,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,54.000000000,56.000000000,2.000000000,0.071396949,0.000000000,0.000000000
QV-C01-009-A0029,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,56.000000000,58.000000000,2.000000000,0.071338052,0.000000000,0.000000000
QV-C01-009-A0030,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,58.000000000,60.000000000,2.000000000,0.067921409,0.000000000,0.000000000
QV-C01-009-A0031,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,60.000000000,62.000000000,2.000000000,0.072140124,0.000000000,0.000000000
QV-C01-009-A0032,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,62.000000000,64.000000000,2.000000000,0.068851297,0.000000000,0.000000000
QV-C01-009-A0033,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,64.000000000,66.000000000,2.000000000,0.073922539,0.000000000,0.000000000
QV-C01-009-A0034,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,66.000000000,68.000000000,2.000000000,0.072654199,0.000000000,0.000000000
QV-C01-009-A0035,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,68.000000000,70.000000000,2.000000000,0.068690682,0.000000000,0.000000000
QV-C01-009-A0036,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,70.000000000,72.000000000,2.000000000,0.074924864,0.000000000,0.000000000
QV-C01-009-A0037,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,72.000000000,74.000000000,2.000000000,0.073129885,0.000000000,0.000000000
QV-C01-009-A0038,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,74.000000000,76.000000000,2.000000000,0.075154662,0.000000000,0.000000000
QV-C01-009-A0039,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,76.000000000,78.000000000,2.000000000,0.072436457,0.000000000,0.000000000
QV-C01-009-A0040,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,78.000000000,80.000000000,2.000000000,0.075379552,0.000000000,0.000000000
QV-C01-009-A0041,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,80.000000000,82.000000000,2.000000000,0.077332488,0.000000000,0.000000000
QV-C01-009-A0042,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,82.000000000,84.000000000,2.000000000,0.078066100,0.000000000,0.000000000
QV-C01-009-A0043,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,84.000000000,86.000000000,2.000000000,0.077219748,0.000000000,0.000000000
QV-C01-009-A0044,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,86.000000000,88.000000000,2.000000000,0.079882922,0.000000000,0.000000000
QV-C01-009-A0045,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,88.000000000,90.000000000,2.000000000,0.078769080,0.000000000,0.000000000
QV-C01-009-A0046,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,90.000000000,92.000000000,2.000000000,0.074250383,0.000000000,0.000000000
QV-C01-009-A0047,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,92.000000000,94.000000000,2.000000000,0.075771708,0.000000000,0.000000000
QV-C01-009-A0048,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,94.000000000,96.000000000,2.000000000,0.079686934,0.000000000,0.000000000
QV-C01-009-A0049,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,96.000000000,98.000000000,2.000000000,0.081164237,0.000000000,0.000000000
QV-C01-009-A0050,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,98.000000000,100.000000000,2.000000000,0.081928383,0.000000000,0.000000000
QV-C01-009-A0051,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,100.000000000,102.000000000,2.000000000,0.078217389,0.000000000,0.000000000
QV-C01-009-A0052,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,102.000000000,104.000000000,2.000000000,0.083113802,0.000000000,0.000000000
QV-C01-009-A0053,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,104.000000000,106.000000000,2.000000000,0.083800917,0.000000000,0.000000000
QV-C01-009-A0054,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,106.000000000,108.000000000,2.000000000,0.084607791,0.000000000,0.000000000
QV-C01-009-A0055,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,108.000000000,110.000000000,2.000000000,0.090321578,0.000000000,0.000000000
QV-C01-009-A0056,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,110.000000000,112.000000000,2.000000000,0.089199503,0.000000000,0.000000000
QV-C01-009-A0057,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,112.000000000,114.000000000,2.000000000,0.085187582,0.000000000,0.000000000
QV-C01-009-A0058,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,114.000000000,116.000000000,2.000000000,0.084613189,0.000000000,0.000000000
QV-C01-009-A0059,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,116.000000000,118.000000000,2.000000000,0.079446153,0.000000000,0.000000000
QV-C01-009-A0060,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,118.000000000,120.000000000,2.000000000,0.082463585,0.000000000,0.000000000
QV-C01-009-A0061,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,120.000000000,122.000000000,2.000000000,0.086119471,0.000000000,0.000000000
QV-C01-009-A0062,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,122.000000000,124.000000000,2.000000000,0.087111703,0.000000000,0.000000000
QV-C01-009-A0063,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,124.000000000,126.000000000,2.000000000,0.081757980,0.000000000,0.000000000
QV-C01-009-A0064,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,126.000000000,128.000000000,2.000000000,0.087779892,0.000000000,0.000000000
QV-C01-009-A0065,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,128.000000000,130.000000000,2.000000000,0.081711126,0.000000000,0.000000000
QV-C01-009-A0066,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,130.000000000,132.000000000,2.000000000,0.086952166,0.000000000,0.000000000
QV-C01-009-A0067,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,132.000000000,134.000000000,2.000000000,0.081647497,0.000000000,0.000000000
QV-C01-009-A0068,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,134.000000000,136.000000000,2.000000000,0.088858835,0.000000000,0.000000000
QV-C01-009-A0069,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,136.000000000,138.000000000,2.000000000,0.077049149,0.000000000,0.000000000
QV-C01-009-A0070,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,138.000000000,140.000000000,2.000000000,0.085922073,0.000000000,0.000000000
QV-C01-009-A0071,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,140.000000000,142.000000000,2.000000000,0.084869357,0.000000000,0.000000000
QV-C01-009-A0072,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,142.000000000,144.000000000,2.000000000,0.086385359,0.000000000,0.000000000
QV-C01-009-A0073,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,144.000000000,146.000000000,2.000000000,0.085284955,0.000000000,0.000000000
QV-C01-009-A0074,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,146.000000000,148.000000000,2.000000000,0.088379546,0.000000000,0.000000000
QV-C01-009-A0075,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,148.000000000,150.000000000,2.000000000,0.088954814,0.000000000,0.000000000
QV-C01-009-A0076,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,150.000000000,152.000000000,2.000000000,0.089656685,0.000000000,0.000000000
QV-C01-009-A0077,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,152.000000000,154.000000000,2.000000000,0.082913211,0.000000000,0.000000000
QV-C01-009-A0078,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,154.000000000,156.000000000,2.000000000,0.093851428,0.000000000,0.000000000
QV-C01-009-A0079,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,156.000000000,158.000000000,2.000000000,0.086523136,0.000000000,0.000000000
QV-C01-009-A0080,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,158.000000000,160.000000000,2.000000000,0.086803456,0.000000000,0.000000000
QV-C01-009-A0081,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,160.000000000,162.000000000,2.000000000,0.090306449,0.000000000,0.000000000
QV-C01-009-A0082,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,162.000000000,164.000000000,2.000000000,0.079978313,0.000000000,0.000000000
QV-C01-009-A0083,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,164.000000000,166.000000000,2.000000000,0.092309285,0.000000000,0.000000000
QV-C01-009-A0084,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,166.000000000,168.000000000,2.000000000,0.080141226,0.000000000,0.000000000
QV-C01-009-A0085,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,168.000000000,170.000000000,2.000000000,0.087924217,0.000000000,0.000000000
QV-C01-009-A0086,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,170.000000000,172.000000000,2.000000000,0.086556786,0.000000000,0.000000000
QV-C01-009-A0087,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,172.000000000,174.000000000,2.000000000,0.082819721,0.000000000,0.000000000
QV-C01-009-A0088,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,174.000000000,176.000000000,2.000000000,0.084777186,0.000000000,0.000000000
QV-C01-009-A0089,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,176.000000000,178.000000000,2.000000000,0.088938628,0.000000000,0.000000000
QV-C01-009-A0090,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,178.000000000,180.000000000,2.000000000,0.089640215,0.000000000,0.000000000
QV-C01-009-A0091,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,180.000000000,182.000000000,2.000000000,0.077722437,0.000000000,0.000000000
QV-C01-009-A0092,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,182.000000000,184.000000000,2.000000000,0.088956574,0.000000000,0.000000000
QV-C01-009-A0093,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,184.000000000,186.000000000,2.000000000,0.086906416,0.000000000,0.000000000
QV-C01-009-A0094,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,186.000000000,188.000000000,2.000000000,0.081995259,0.000000000,0.000000000
QV-C01-009-A0095,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,188.000000000,190.000000000,2.000000000,0.089586599,0.000000000,0.000000000
QV-C01-009-A0096,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,190.000000000,192.000000000,2.000000000,0.076675750,0.000000000,0.000000000
QV-C01-009-A0097,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,192.000000000,194.000000000,2.000000000,0.082136317,0.000000000,0.000000000
QV-C01-009-A0098,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,194.000000000,196.000000000,2.000000000,0.084892506,0.000000000,0.000000000
QV-C01-009-A0099,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,196.000000000,198.000000000,2.000000000,0.080721925,0.000000000,0.000000000
QV-C01-009-A0100,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,198.000000000,200.000000000,2.000000000,0.079349535,0.000000000,0.000000000
QV-C01-009-A0101,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,200.000000000,202.000000000,2.000000000,0.076184482,0.000000000,0.000000000
QV-C01-009-A0102,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,202.000000000,204.000000000,2.000000000,0.080959527,0.000000000,0.000000000
QV-C01-009-A0103,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,204.000000000,206.000000000,2.000000000,0.080491905,0.000000000,0.000000000
QV-C01-009-A0104,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,206.000000000,208.000000000,2.000000000,0.071030344,0.000000000,0.000000000
QV-C01-009-A0105,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,208.000000000,210.000000000,2.000000000,0.085978297,0.000000000,0.000000000
QV-C01-009-A0106,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,210.000000000,212.000000000,2.000000000,0.081569470,0.000000000,0.000000000
QV-C01-009-A0107,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,212.000000000,214.000000000,2.000000000,0.077511816,0.000000000,0.000000000
QV-C01-009-A0108,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,214.000000000,216.000000000,2.000000000,0.080182718,0.000000000,0.000000000
QV-C01-009-A0109,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,216.000000000,218.000000000,2.000000000,0.076098894,0.000000000,0.000000000
QV-C01-009-A0110,QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,218.000000000,220.000000000,2.000000000,0.078149843,0.000000000,0.000000000
QV-C01-010-A0001,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,0.000000000,2.000000000,2.000000000,0.207807031,0.000000000,0.000000000
QV-C01-010-A0002,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,2.000000000,4.000000000,2.000000000,0.218443706,0.000000000,0.000000000
QV-C01-010-A0003,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,4.000000000,6.000000000,2.000000000,0.229917297,0.000000000,0.000000000
QV-C01-010-A0004,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,6.000000000,8.000000000,2.000000000,0.247702406,0.000000000,0.000000000
QV-C01-010-A0005,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,8.000000000,10.000000000,2.000000000,0.259069016,0.000000000,0.000000000
QV-C01-010-A0006,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,10.000000000,12.000000000,2.000000000,0.250102981,0.000000000,0.000000000
QV-C01-010-A0007,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,12.000000000,14.000000000,2.000000000,0.253670687,0.000000000,0.000000000
QV-C01-010-A0008,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,14.000000000,16.000000000,2.000000000,0.248704358,0.000000000,0.000000000
QV-C01-010-A0009,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,16.000000000,18.000000000,2.000000000,0.262016539,0.000000000,0.000000000
QV-C01-010-A0010,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,18.000000000,20.000000000,2.000000000,0.274619116,0.000000000,0.000000000
QV-C01-010-A0011,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,20.000000000,22.000000000,2.000000000,0.259483069,0.000000000,0.000000000
QV-C01-010-A0012,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,22.000000000,24.000000000,2.000000000,0.284405873,0.000000000,0.000000000
QV-C01-010-A0013,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,24.000000000,26.000000000,2.000000000,0.282477289,0.000000000,0.000000000
QV-C01-010-A0014,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,26.000000000,28.000000000,2.000000000,0.297429454,0.000000000,0.000000000
QV-C01-010-A0015,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,28.000000000,30.000000000,2.000000000,0.286177742,0.000000000,0.000000000
QV-C01-010-A0016,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,30.000000000,32.000000000,2.000000000,0.306732302,0.000000000,0.000000000
QV-C01-010-A0017,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,32.000000000,34.000000000,2.000000000,0.318129443,0.000000000,0.000000000
QV-C01-010-A0018,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,34.000000000,36.000000000,2.000000000,0.296894261,0.000000000,0.000000000
QV-C01-010-A0019,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,36.000000000,38.000000000,2.000000000,0.325519505,0.000000000,0.000000000
QV-C01-010-A0020,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,38.000000000,40.000000000,2.000000000,0.314267789,0.000000000,0.000000000
QV-C01-010-A0021,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,40.000000000,42.000000000,2.000000000,0.331240121,0.000000000,0.000000000
QV-C01-010-A0022,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,42.000000000,44.000000000,2.000000000,0.340556008,0.000000000,0.000000000
QV-C01-010-A0023,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,44.000000000,46.000000000,2.000000000,0.339967572,0.000000000,0.000000000
QV-C01-010-A0024,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,46.000000000,48.000000000,2.000000000,0.373087183,0.000000000,0.000000000
QV-C01-010-A0025,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,48.000000000,50.000000000,2.000000000,0.354140288,0.000000000,0.000000000
QV-C01-010-A0026,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,50.000000000,52.000000000,2.000000000,0.364747615,0.000000000,0.000000000
QV-C01-010-A0027,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,52.000000000,54.000000000,2.000000000,0.380852908,0.000000000,0.000000000
QV-C01-010-A0028,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,54.000000000,56.000000000,2.000000000,0.393368328,0.000000000,0.000000000
QV-C01-010-A0029,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,56.000000000,58.000000000,2.000000000,0.392557084,0.000000000,0.000000000
QV-C01-010-A0030,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,58.000000000,60.000000000,2.000000000,0.381875826,0.000000000,0.000000000
QV-C01-010-A0031,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,60.000000000,62.000000000,2.000000000,0.378050640,0.000000000,0.000000000
QV-C01-010-A0032,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,62.000000000,64.000000000,2.000000000,0.394058796,0.000000000,0.000000000
QV-C01-010-A0033,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,64.000000000,66.000000000,2.000000000,0.378402750,0.000000000,0.000000000
QV-C01-010-A0034,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,66.000000000,68.000000000,2.000000000,0.428318448,0.000000000,0.000000000
QV-C01-010-A0035,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,68.000000000,70.000000000,2.000000000,0.406076632,0.000000000,0.000000000
QV-C01-010-A0036,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,70.000000000,72.000000000,2.000000000,0.420975589,0.000000000,0.000000000
QV-C01-010-A0037,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,72.000000000,74.000000000,2.000000000,0.415930642,0.000000000,0.000000000
QV-C01-010-A0038,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,74.000000000,76.000000000,2.000000000,0.421329923,0.000000000,0.000000000
QV-C01-010-A0039,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,76.000000000,78.000000000,2.000000000,0.419979929,0.000000000,0.000000000
QV-C01-010-A0040,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,78.000000000,80.000000000,2.000000000,0.461746151,0.000000000,0.000000000
QV-C01-010-A0041,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,80.000000000,82.000000000,2.000000000,0.453813172,0.000000000,0.000000000
QV-C01-010-A0042,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,82.000000000,84.000000000,2.000000000,0.464044412,0.000000000,0.000000000
QV-C01-010-A0043,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,84.000000000,86.000000000,2.000000000,0.417711509,0.000000000,0.000000000
QV-C01-010-A0044,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,86.000000000,88.000000000,2.000000000,0.464280287,0.000000000,0.000000000
QV-C01-010-A0045,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,88.000000000,90.000000000,2.000000000,0.474372012,0.000000000,0.000000000
QV-C01-010-A0046,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,90.000000000,92.000000000,2.000000000,0.446344924,0.000000000,0.000000000
QV-C01-010-A0047,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,92.000000000,94.000000000,2.000000000,0.480153236,0.000000000,0.000000000
QV-C01-010-A0048,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,94.000000000,96.000000000,2.000000000,0.498505273,0.000000000,0.000000000
QV-C01-010-A0049,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,96.000000000,98.000000000,2.000000000,0.487596460,0.000000000,0.000000000
QV-C01-010-A0050,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,98.000000000,100.000000000,2.000000000,0.477213236,0.000000000,0.000000000
QV-C01-010-A0051,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,100.000000000,102.000000000,2.000000000,0.494276231,0.000000000,0.000000000
QV-C01-010-A0052,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,102.000000000,104.000000000,2.000000000,0.489445373,0.000000000,0.000000000
QV-C01-010-A0053,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,104.000000000,106.000000000,2.000000000,0.494042950,0.000000000,0.000000000
QV-C01-010-A0054,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,106.000000000,108.000000000,2.000000000,0.518739893,0.000000000,0.000000000
QV-C01-010-A0055,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,108.000000000,110.000000000,2.000000000,0.481148934,0.000000000,0.000000000
QV-C01-010-A0056,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,110.000000000,112.000000000,2.000000000,0.501060705,0.000000000,0.000000000
QV-C01-010-A0057,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,112.000000000,114.000000000,2.000000000,0.521757865,0.000000000,0.000000000
QV-C01-010-A0058,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,114.000000000,116.000000000,2.000000000,0.524521976,0.000000000,0.000000000
QV-C01-010-A0059,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,116.000000000,118.000000000,2.000000000,0.511651164,0.000000000,0.000000000
QV-C01-010-A0060,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,118.000000000,120.000000000,2.000000000,0.515823415,0.000000000,0.000000000
QV-C01-010-A0061,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,120.000000000,122.000000000,2.000000000,0.581265733,0.000000000,0.000000000
QV-C01-010-A0062,QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,122.000000000,124.000000000,2.000000000,0.531221996,0.000000000,0.000000000
