hole_id,dataset_id,project_id,campaign_id,depth_m,azimuth_deg,dip_deg
QV-C03-003,DS00,quebrada_verde,CAMPAIGN_03,80.000000000,0.000000000,-66.232892295
QV-C03-003,DS00,quebrada_verde,CAMPAIGN_03,120.000000000,0.000000000,-66.232892295
QV-C03-003,DS00,quebrada_verde,CAMPAIGN_03,160.000000000,0.000000000,-66.232892295
QV-C03-003,DS00,quebrada_verde,CAMPAIGN_03,200.000000000,0.000000000,-66.232892295
QV-C03-003,DS00,quebrada_verde,CAMPAIGN_03,240.000000000,0.000000000,-66.232892295
QV-C03-003,DS00,quebrada_verde,CAMPAIGN_03,280.000000000,0.000000000,-66.232892295
QV-C03-003,DS00,quebrada_verde,CAMPAIGN_03,283.201595293,0.000000000,-66.232892295
QV-C03-004,DS00,quebrada_verde,CAMPAIGN_03,0.000000000,180.000000000,-61.113418233
QV-C03-004,DS00,quebrada_verde,CAMPAIGN_03,40.000000000,180.000000000,-61.113418233
QV-C03-004,DS00,quebrada_verde,CAMPAIGN_03,80.000000000,180.000000000,-61.113418233
QV-C03-004,DS00,quebrada_verde,CAMPAIGN_03,120.000000000,180.000000000,-61.113418233
QV-C03-004,DS00,quebrada_verde,CAMPAIGN_03,160.000000000,180.000000000,-61.113418233
QV-C03-004,DS00,quebrada_verde,CAMPAIGN_03,200.000000000,180.000000000,-61.113418233
QV-C03-004,DS00,quebrada_verde,CAMPAIGN_03,240.000000000,180.000000000,-61.113418233
QV-C03-004,DS00,quebrada_verde,CAMPAIGN_03,243.725941940,180.000000000,-61.113418233
QV-C03-005,DS00,quebrada_verde,CAMPAIGN_03,0.000000000,45.000000000,-64.528426188
QV-C03-005,DS00,quebrada_verde,CAMPAIGN_03,40.000000000,45.000000000,-64.528426188
QV-C03-005,DS00,quebrada_verde,CAMPAIGN_03,80.000000000,45.000000000,-64.528426188
QV-C03-005,DS00,quebrada_verde,CAMPAIGN_03,120.000000000,45.000000000,-64.528426188
QV-C03-005,DS00,quebrada_verde,CAMPAIGN_03,160.000000000,45.000000000,-64.528426188
QV-C03-005,DS00,quebrada_verde,CAMPAIGN_03,200.000000000,45.000000000,-64.528426188
QV-C03-005,DS00,quebrada_verde,CAMPAIGN_03,240.000000000,45.000000000,-64.528426188
QV-C03-005,DS00,quebrada_verde,CAMPAIGN_03,255.456646367,45.000000000,-64.528426188
QV-C03-006,DS00,quebrada_verde,CAMPAIGN_03,0.000000000,225.000000000,-66.074343063
QV-C03-006,DS00,quebrada_verde,CAMPAIGN_03,40.000000000,225.000000000,-66.074343063
QV-C03-006,DS00,quebrada_verde,CAMPAIGN_03,80.000000000,225.000000000,-66.074343063
QV-C03-006,DS00,quebrada_verde,CAMPAIGN_03,120.000000000,225.000000000,-66.074343063
QV-C03-006,DS00,quebrada_verde,CAMPAIGN_03,160.000000000,225.000000000,-66.074343063
QV-C03-006,DS00,quebrada_verde,CAMPAIGN_03,200.000000000,225.000000000,-66.074343063
QV-C03-006,DS00,quebrada_verde,CAMPAIGN_03,240.000000000,225.000000000,-66.074343063
QV-C03-006,DS00,quebrada_verde,CAMPAIGN_03,268.177059753,225.000000000,-66.074343063
