density_sample_id,hole_id,dataset_id,project_id,campaign_id,from_m,to_m,length_m,density_t_m3
QV-C02-003-D0011,QV-C02-003,DS00,quebrada_verde,CAMPAIGN_02,255.242468442,256.242468442,1.000000000,2.659058753
QV-C02-003-D0012,QV-C02-003,DS00,quebrada_verde,CAMPAIGN_02,280.242468442,281.242468442,1.000000000,2.702736918
QV-C02-004-D0001,QV-C02-004,DS00,quebrada_verde,CAMPAIGN_02,7.216160657,8.216160657,1.000000000,2.180658149
QV-C02-004-D0002,QV-C02-004,DS00,quebrada_verde,CAMPAIGN_02,32.216160657,33.216160657,1.000000000,2.732794437
QV-C02-004-D0003,QV-C02-004,DS00,quebrada_verde,CAMPAIGN_02,57.216160657,58.216160657,1.000000000,2.705760479
QV-C02-004-D0004,QV-C02-004,DS00,quebrada_verde,CAMPAIGN_02,82.216160657,83.216160657,1.000000000,2.753152008
QV-C02-004-D0005,QV-C02-004,DS00,quebrada_verde,CAMPAIGN_02,107.216160657,108.216160657,1.000000000,2.728823489
QV-C02-004-D0006,QV-C02-004,DS00,quebrada_verde,CAMPAIGN_02,132.216160657,133.216160657,1.000000000,2.716287359
QV-C02-004-D0007,QV-C02-004,DS00,quebrada_verde,CAMPAIGN_02,157.216160657,158.216160657,1.000000000,2.636109624
QV-C02-004-D0008,QV-C02-004,DS00,quebrada_verde,CAMPAIGN_02,182.216160657,183.216160657,1.000000000,2.630025463
QV-C02-004-D0009,QV-C02-004,DS00,quebrada_verde,CAMPAIGN_02,207.216160657,208.216160657,1.000000000,2.670394935
QV-C02-004-D0010,QV-C02-004,DS00,quebrada_verde,CAMPAIGN_02,232.216160657,233.216160657,1.000000000,2.627173214
QV-C02-004-D0011,QV-C02-004,DS00,quebrada_verde,CAMPAIGN_02,257.216160657,258.216160657,1.000000000,2.637985853
QV-C02-004-D0012,QV-C02-004,DS00,quebrada_verde,CAMPAIGN_02,282.216160657,283.216160657,1.000000000,2.665064106
QV-C02-004-D0013,QV-C02-004,DS00,quebrada_verde,CAMPAIGN_02,307.216160657,308.216160657,1.000000000,2.645130793
QV-C02-004-D0014,QV-C02-004,DS00,quebrada_verde,CAMPAIGN_02,332.216160657,333.216160657,1.000000000,2.642229148
QV-C02-004-D0015,QV-C02-004,DS00,quebrada_verde,CAMPAIGN_02,357.216160657,358.216160657,1.000000000,2.647823871
QV-C02-004-D0016,QV-C02-004,DS00,quebrada_verde,CAMPAIGN_02,382.216160657,383.216160657,1.000000000,2.641848647
QV-C02-005-D0001,QV-C02-005,DS00,quebrada_verde,CAMPAIGN_02,19.241942537,20.241942537,1.000000000,2.755999127
QV-C02-005-D0002,QV-C02-005,DS00,quebrada_verde,CAMPAIGN_02,44.241942537,45.241942537,1.000000000,2.745716815
QV-C02-005-D0003,QV-C02-005,DS00,quebrada_verde,CAMPAIGN_02,69.241942537,70.241942537,1.000000000,2.697171531
QV-C02-005-D0004,QV-C02-005,DS00,quebrada_verde,CAMPAIGN_02,94.241942537,95.241942537,1.000000000,2.713174873
QV-C02-005-D0005,QV-C02-005,DS00,quebrada_verde,CAMPAIGN_02,119.241942537,120.241942537,1.000000000,2.714554450
QV-C02-005-D0006,QV-C02-005,DS00,quebrada_verde,CAMPAIGN_02,144.241942537,145.241942537,1.000000000,2.705085772
QV-C02-005-D0007,QV-C02-005,DS00,quebrada_verde,CAMPAIGN_02,169.241942537,170.241942537,1.000000000,2.714365424
QV-C02-005-D0008,QV-C02-005,DS00,quebrada_verde,CAMPAIGN_02,194.241942537,195.241942537,1.000000000,2.726175192
QV-C02-005-D0009,QV-C02-005,DS00,quebrada_verde,CAMPAIGN_02,219.241942537,220.241942537,1.000000000,2.696048287
QV-C02-005-D0010,QV-C02-005,DS00,quebrada_verde,CAMPAIGN_02,244.241942537,245.241942537,1.000000000,2.724161092
QV-C02-005-D0011,QV-C02-005,DS00,quebrada_verde,CAMPAIGN_02,269.241942537,270.241942537,1.000000000,2.621341828
QV-C02-005-D0012,QV-C02-005,DS00,quebrada_verde,CAMPAIGN_02,294.241942537,295.241942537,1.000000000,2.619254704
QV-C02-005-D0013,QV-C02-005,DS00,quebrada_verde,CAMPAIGN_02,319.241942537,320.241942537,1.000000000,2.637743365
QV-C02-005-D0014,QV-C02-005,DS00,quebrada_verde,CAMPAIGN_02,344.241942537,345.241942537,1.000000000,2.635948214
QV-C02-005-D0015,QV-C02-005,DS00,quebrada_verde,CAMPAIGN_02,369.241942537,370.241942537,1.000000000,2.579670307
QV-C02-005-D0016,QV-C02-005,DS00,quebrada_verde,CAMPAIGN_02,394.241942537,395.241942537,1.000000000,2.655001567
QV-C02-005-D0017,QV-C02-005,DS00,quebrada_verde,CAMPAIGN_02,419.241942537,420.241942537,1.000000000,2.701271440
QV-C02-005-D0018,QV-C02-005,DS00,quebrada_verde,CAMPAIGN_02,444.241942537,445.241942537,1.000000000,2.631245554
QV-C02-006-D0001,QV-C02-006,DS00,quebrada_verde,CAMPAIGN_02,3.822262766,4.822262766,1.000000000,2.155790877
QV-C02-006-D0002,QV-C02-006,DS00,quebrada_verde,CAMPAIGN_02,28.822262766,29.822262766,1.000000000,2.652374170
QV-C02-006-D0003,QV-C02-006,DS00,quebrada_verde,CAMPAIGN_02,53.822262766,54.822262766,1.000000000,2.651229340
QV-C02-006-D0004,QV-C02-006,DS00,quebrada_verde,CAMPAIGN_02,78.822262766,79.822262766,1.000000000,2.669291593
QV-C02-006-D0005,QV-C02-006,DS00,quebrada_verde,CAMPAIGN_02,103.822262766,104.822262766,1.000000000,2.649182369
QV-C02-006-D0006,QV-C02-006,DS00,quebrada_verde,CAMPAIGN_02,128.822262766,129.822262766,1.000000000,2.634536818
QV-C02-006-D0007,QV-C02-006,DS00,quebrada_verde,CAMPAIGN_02,153.822262766,154.822262766,1.000000000,2.649972717
QV-C02-006-D0008,QV-C02-006,DS00,quebrada_verde,CAMPAIGN_02,178.822262766,179.822262766,1.000000000,2.637567651
QV-C02-006-D0009,QV-C02-006,DS00,quebrada_verde,CAMPAIGN_02,203.822262766,204.822262766,1.000000000,2.644076682
QV-C02-007-D0001,QV-C02-007,DS00,quebrada_verde,CAMPAIGN_02,2.317799732,3.317799732,1.000000000,2.205425599
QV-C02-007-D0002,QV-C02-007,DS00,quebrada_verde,CAMPAIGN_02,27.317799732,28.317799732,1.000000000,2.671451114
QV-C02-007-D0003,QV-C02-007,DS00,quebrada_verde,CAMPAIGN_02,52.317799732,53.317799732,1.000000000,2.638833017
QV-C02-007-D0004,QV-C02-007,DS00,quebrada_verde,CAMPAIGN_02,77.317799732,78.317799732,1.000000000,2.634060297
QV-C02-007-D0005,QV-C02-007,DS00,quebrada_verde,CAMPAIGN_02,102.317799732,103.317799732,1.000000000,2.649356325
QV-C02-007-D0006,QV-C02-007,DS00,quebrada_verde,CAMPAIGN_02,127.317799732,128.317799732,1.000000000,2.624576400
QV-C02-007-D0007,QV-C02-007,DS00,quebrada_verde,CAMPAIGN_02,152.317799732,153.317799732,1.000000000,2.625205586
QV-C02-007-D0008,QV-C02-007,DS00,quebrada_verde,CAMPAIGN_02,177.317799732,178.317799732,1.000000000,2.606533694
QV-C02-007-D0009,QV-C02-007,DS00,quebrada_verde,CAMPAIGN_02,202.317799732,203.317799732,1.000000000,2.637336600
QV-C02-007-D0010,QV-C02-007,DS00,quebrada_verde,CAMPAIGN_02,227.317799732,228.317799732,1.000000000,2.630581870
QV-C02-008-D0001,QV-C02-008,DS00,quebrada_verde,CAMPAIGN_02,6.386767808,7.386767808,1.000000000,2.178860870
QV-C02-008-D0002,QV-C02-008,DS00,quebrada_verde,CAMPAIGN_02,31.386767808,32.386767808,1.000000000,2.658151682
QV-C02-008-D0003,QV-C02-008,DS00,quebrada_verde,CAMPAIGN_02,56.386767808,57.386767808,1.000000000,2.673217183
QV-C02-008-D0004,QV-C02-008,DS00,quebrada_verde,CAMPAIGN_02,81.386767808,82.386767808,1.000000000,2.659634495
QV-C02-008-D0005,QV-C02-008,DS00,quebrada_verde,CAMPAIGN_02,106.386767808,107.386767808,1.000000000,2.703462573
QV-C02-008-D0006,QV-C02-008,DS00,quebrada_verde,CAMPAIGN_02,131.386767808,132.386767808,1.000000000,2.625481119
QV-C02-008-D0007,QV-C02-008,DS00,quebrada_verde,CAMPAIGN_02,156.386767808,157.386767808,1.000000000,2.618661464
QV-C02-008-D0008,QV-C02-008,DS00,quebrada_verde,CAMPAIGN_02,181.386767808,182.386767808,1.000000000,2.634426759
QV-C02-008-D0009,QV-C02-008,DS00,quebrada_verde,CAMPAIGN_02,206.386767808,207.386767808,1.000000000,2.662378767
QV-C02-008-D0010,QV-C02-008,DS00,quebrada_verde,CAMPAIGN_02,231.386767808,232.386767808,1.000000000,2.637870458
QV-C02-008-D0011,QV-C02-008,DS00,quebrada_verde,CAMPAIGN_02,256.386767808,257.386767808,1.000000000,2.628076859
QV-C02-009-D0001,QV-C02-009,DS00,quebrada_verde,CAMPAIGN_02,21.465351335,22.465351335,1.000000000,2.760901811
QV-C02-009-D0002,QV-C02-009,DS00,quebrada_verde,CAMPAIGN_02,46.465351335,47.465351335,1.000000000,2.709091489
QV-C02-009-D0003,QV-C02-009,DS00,quebrada_verde,CAMPAIGN_02,71.465351335,72.465351335,1.000000000,2.656319814
QV-C02-009-D0004,QV-C02-009,DS00,quebrada_verde,CAMPAIGN_02,96.465351335,97.465351335,1.000000000,2.663639145
QV-C02-009-D0005,QV-C02-009,DS00,quebrada_verde,CAMPAIGN_02,121.465351335,122.465351335,1.000000000,2.641984533
QV-C02-009-D0006,QV-C02-009,DS00,quebrada_verde,CAMPAIGN_02,146.465351335,147.465351335,1.000000000,2.650498460
QV-C02-009-D0007,QV-C02-009,DS00,quebrada_verde,CAMPAIGN_02,171.465351335,172.465351335,1.000000000,2.641107524
QV-C02-009-D0008,QV-C02-009,DS00,quebrada_verde,CAMPAIGN_02,196.465351335,197.465351335,1.000000000,2.647640712
QV-C02-009-D0009,QV-C02-009,DS00,quebrada_verde,CAMPAIGN_02,221.465351335,222.465351335,1.000000000,2.637761061
QV-C02-009-D0010,QV-C02-009,DS00,quebrada_verde,CAMPAIGN_02,246.465351335,247.465351335,1.000000000,2.663068329
QV-C02-009-D0011,QV-C02-009,DS00,quebrada_verde,CAMPAIGN_02,271.465351335,272.465351335,1.000000000,2.643154332
QV-C02-009-D0012,QV-C02-009,DS00,quebrada_verde,CAMPAIGN_02,296.465351335,297.465351335,1.000000000,2.656941463
QV-C02-009-D0013,QV-C02-009,DS00,quebrada_verde,CAMPAIGN_02,321.465351335,322.465351335,1.000000000,2.639580028
QV-C02-010-D0001,QV-C02-010,DS00,quebrada_verde,CAMPAIGN_02,8.176715953,9.176715953,1.000000000,2.171979805
QV-C02-010-D0002,QV-C02-010,DS00,quebrada_verde,CAMPAIGN_02,33.176715953,34.176715953,1.000000000,2.729798963
QV-C02-010-D0003,QV-C02-010,DS00,quebrada_verde,CAMPAIGN_02,58.176715953,59.176715953,1.000000000,2.703397512
QV-C02-010-D0004,QV-C02-010,DS00,quebrada_verde,CAMPAIGN_02,83.176715953,84.176715953,1.000000000,2.699113947
QV-C02-010-D0005,QV-C02-010,DS00,quebrada_verde,CAMPAIGN_02,108.176715953,109.176715953,1.000000000,2.754072418
QV-C02-010-D0006,QV-C02-010,DS00,quebrada_verde,CAMPAIGN_02,133.176715953,134.176715953,1.000000000,2.730988884
QV-C02-010-D0007,QV-C02-010,DS00,quebrada_verde,CAMPAIGN_02,158.176715953,159.176715953,1.000000000,2.718213677
QV-C02-010-D0008,QV-C02-010,DS00,quebrada_verde,CAMPAIGN_02,183.176715953,184.176715953,1.000000000,2.632126572
QV-C02-010-D0009,QV-C02-010,DS00,quebrada_verde,CAMPAIGN_02,208.176715953,209.176715953,1.000000000,2.667582449
QV-C02-010-D0010,QV-C02-010,DS00,quebrada_verde,CAMPAIGN_02,233.176715953,234.176715953,1.000000000,2.618082966
QV-C02-010-D0011,QV-C02-010,DS00,quebrada_verde,CAMPAIGN_02,258.176715953,259.176715953,1.000000000,2.647013987
QV-C02-010-D0012,QV-C02-010,DS00,quebrada_verde,CAMPAIGN_02,283.176715953,284.176715953,1.000000000,2.663030319
QV-C02-010-D0013,QV-C02-010,DS00,quebrada_verde,CAMPAIGN_02,308.176715953,309.176715953,1.000000000,2.671080413
QV-C02-010-D0014,QV-C02-010,DS00,quebrada_verde,CAMPAIGN_02,333.176715953,334.176715953,1.000000000,2.645443517
QV-C02-010-D0015,QV-C02-010,DS00,quebrada_verde,CAMPAIGN_02,358.176715953,359.176715953,1.000000000,2.645323166
QV-C02-010-D0016,QV-C02-010,DS00,quebrada_verde,CAMPAIGN_02,383.176715953,384.176715953,1.000000000,2.635202817
QV-C02-011-D0001,QV-C02-011,DS00,quebrada_verde,CAMPAIGN_02,6.382240982,7.382240982,1.000000000,2.167035051
QV-C02-011-D0002,QV-C02-011,DS00,quebrada_verde,CAMPAIGN_02,31.382240982,32.382240982,1.000000000,2.655372130
QV-C02-011-D0003,QV-C02-011,DS00,quebrada_verde,CAMPAIGN_02,56.382240982,57.382240982,1.000000000,2.672239413
QV-C02-011-D0004,QV-C02-011,DS00,quebrada_verde,CAMPAIGN_02,81.382240982,82.382240982,1.000000000,2.614269150
QV-C02-011-D0005,QV-C02-011,DS00,quebrada_verde,CAMPAIGN_02,106.382240982,107.382240982,1.000000000,2.663466804
QV-C02-011-D0006,QV-C02-011,DS00,quebrada_verde,CAMPAIGN_02,131.382240982,132.382240982,1.000000000,2.666106604
QV-C02-011-D0007,QV-C02-011,DS00,quebrada_verde,CAMPAIGN_02,156.382240982,157.382240982,1.000000000,2.654741963
QV-C02-011-D0008,QV-C02-011,DS00,quebrada_verde,CAMPAIGN_02,181.382240982,182.382240982,1.000000000,2.654616438
QV-C02-011-D0009,QV-C02-011,DS00,quebrada_verde,CAMPAIGN_02,206.382240982,207.382240982,1.000000000,2.659829131
QV-C02-012-D0001,QV-C02-012,DS00,quebrada_verde,CAMPAIGN_02,23.768419452,24.768419452,1.000000000,2.645948841
QV-C02-012-D0002,QV-C02-012,DS00,quebrada_verde,CAMPAIGN_02,48.768419452,49.768419452,1.000000000,2.640769665
QV-C02-012-D0003,QV-C02-012,DS00,quebrada_verde,CAMPAIGN_02,73.768419452,74.768419452,1.000000000,2.647507323
QV-C02-012-D0004,QV-C02-012,DS00,quebrada_verde,CAMPAIGN_02,98.768419452,99.768419452,1.000000000,2.610366826
QV-C02-012-D0005,QV-C02-012,DS00,quebrada_verde,CAMPAIGN_02,123.768419452,124.768419452,1.000000000,2.610237729
QV-C02-012-D0006,QV-C02-012,DS00,quebrada_verde,CAMPAIGN_02,148.768419452,149.768419452,1.000000000,2.678458194
QV-C02-012-D0007,QV-C02-012,DS00,quebrada_verde,CAMPAIGN_02,173.768419452,174.768419452,1.000000000,2.614797514
QV-C02-012-D0008,QV-C02-012,DS00,quebrada_verde,CAMPAIGN_02,198.768419452,199.768419452,1.000000000,2.639616451
QV-C02-013-D0001,QV-C02-013,DS00,quebrada_verde,CAMPAIGN_02,2.908981822,3.908981822,1.000000000,2.189436495
QV-C02-013-D0002,QV-C02-013,DS00,quebrada_verde,CAMPAIGN_02,27.908981822,28.908981822,1.000000000,2.644678580
QV-C02-013-D0003,QV-C02-013,DS00,quebrada_verde,CAMPAIGN_02,52.908981822,53.908981822,1.000000000,2.631240196
QV-C02-013-D0004,QV-C02-013,DS00,quebrada_verde,CAMPAIGN_02,77.908981822,78.908981822,1.000000000,2.671421391
QV-C02-013-D0005,QV-C02-013,DS00,quebrada_verde,CAMPAIGN_02,102.908981822,103.908981822,1.000000000,2.648638781
QV-C02-013-D0006,QV-C02-013,DS00,quebrada_verde,CAMPAIGN_02,127.908981822,128.908981822,1.000000000,2.617624125
QV-C02-013-D0007,QV-C02-013,DS00,quebrada_verde,CAMPAIGN_02,152.908981822,153.908981822,1.000000000,2.613372536
QV-C02-013-D0008,QV-C02-013,DS00,quebrada_verde,CAMPAIGN_02,177.908981822,178.908981822,1.000000000,2.679088347
QV-C02-013-D0009,QV-C02-013,DS00,quebrada_verde,CAMPAIGN_02,202.908981822,203.908981822,1.000000000,2.687077616
QV-C02-013-D0010,QV-C02-013,DS00,quebrada_verde,CAMPAIGN_02,227.908981822,228.908981822,1.000000000,2.635646852
QV-C02-014-D0001,QV-C02-014,DS00,quebrada_verde,CAMPAIGN_02,18.807374602,19.807374602,1.000000000,2.743804866
QV-C02-014-D0002,QV-C02-014,DS00,quebrada_verde,CAMPAIGN_02,43.807374602,44.807374602,1.000000000,2.645368979
QV-C02-014-D0003,QV-C02-014,DS00,quebrada_verde,CAMPAIGN_02,68.807374602,69.807374602,1.000000000,2.637132775
QV-C02-014-D0004,QV-C02-014,DS00,quebrada_verde,CAMPAIGN_02,93.807374602,94.807374602,1.000000000,2.659835387
QV-C02-014-D0005,QV-C02-014,DS00,quebrada_verde,CAMPAIGN_02,118.807374602,119.807374602,1.000000000,2.681656692
QV-C02-014-D0006,QV-C02-014,DS00,quebrada_verde,CAMPAIGN_02,143.807374602,144.807374602,1.000000000,2.666573384
QV-C02-014-D0007,QV-C02-014,DS00,quebrada_verde,CAMPAIGN_02,168.807374602,169.807374602,1.000000000,2.638182893
QV-C02-014-D0008,QV-C02-014,DS00,quebrada_verde,CAMPAIGN_02,193.807374602,194.807374602,1.000000000,2.654828317
QV-C02-014-D0009,QV-C02-014,DS00,quebrada_verde,CAMPAIGN_02,218.807374602,219.807374602,1.000000000,2.661150757
QV-C02-014-D0010,QV-C02-014,DS00,quebrada_verde,CAMPAIGN_02,243.807374602,244.807374602,1.000000000,2.674783221
QV-C02-015-D0001,QV-C02-015,DS00,quebrada_verde,CAMPAIGN_02,10.662385006,11.662385006,1.000000000,2.435540217
QV-C02-015-D0002,QV-C02-015,DS00,quebrada_verde,CAMPAIGN_02,35.662385006,36.662385006,1.000000000,2.730545975
QV-C02-015-D0003,QV-C02-015,DS00,quebrada_verde,CAMPAIGN_02,60.662385006,61.662385006,1.000000000,2.733159825
QV-C02-015-D0004,QV-C02-015,DS00,quebrada_verde,CAMPAIGN_02,85.662385006,86.662385006,1.000000000,2.670947040
QV-C02-015-D0005,QV-C02-015,DS00,quebrada_verde,CAMPAIGN_02,110.662385006,111.662385006,1.000000000,2.698940115
QV-C02-015-D0006,QV-C02-015,DS00,quebrada_verde,CAMPAIGN_02,135.662385006,136.662385006,1.000000000,2.643226564
QV-C02-015-D0007,QV-C02-015,DS00,quebrada_verde,CAMPAIGN_02,160.662385006,161.662385006,1.000000000,2.649498636
QV-C02-015-D0008,QV-C02-015,DS00,quebrada_verde,CAMPAIGN_02,185.662385006,186.662385006,1.000000000,2.629946172
QV-C02-015-D0009,QV-C02-015,DS00,quebrada_verde,CAMPAIGN_02,210.662385006,211.662385006,1.000000000,2.643701036
QV-C02-015-D0010,QV-C02-015,DS00,quebrada_verde,CAMPAIGN_02,235.662385006,236.662385006,1.000000000,2.632548569
QV-C02-015-D0011,QV-C02-015,DS00,quebrada_verde,CAMPAIGN_02,260.662385006,261.662385006,1.000000000,2.653494829
QV-C02-015-D0012,QV-C02-015,DS00,quebrada_verde,CAMPAIGN_02,285.662385006,286.662385006,1.000000000,2.648019948
QV-C02-016-D0001,QV-C02-016,DS00,quebrada_verde,CAMPAIGN_02,1.987135031,2.987135031,1.000000000,2.242583210
QV-C02-016-D0002,QV-C02-016,DS00,quebrada_verde,CAMPAIGN_02,26.987135031,27.987135031,1.000000000,2.691651849
QV-C02-016-D0003,QV-C02-016,DS00,quebrada_verde,CAMPAIGN_02,51.987135031,52.987135031,1.000000000,2.724411356
QV-C02-016-D0004,QV-C02-016,DS00,quebrada_verde,CAMPAIGN_02,76.987135031,77.987135031,1.000000000,2.657203387
QV-C02-016-D0005,QV-C02-016,DS00,quebrada_verde,CAMPAIGN_02,101.987135031,102.987135031,1.000000000,2.660941543
QV-C02-016-D0006,QV-C02-016,DS00,quebrada_verde,CAMPAIGN_02,126.987135031,127.987135031,1.000000000,2.635299592
QV-C02-016-D0007,QV-C02-016,DS00,quebrada_verde,CAMPAIGN_02,151.987135031,152.987135031,1.000000000,2.685021098
QV-C02-016-D0008,QV-C02-016,DS00,quebrada_verde,CAMPAIGN_02,176.987135031,177.987135031,1.000000000,2.664925948
QV-C02-016-D0009,QV-C02-016,DS00,quebrada_verde,CAMPAIGN_02,201.987135031,202.987135031,1.000000000,2.683110439
QV-C02-017-D0001,QV-C02-017,DS00,quebrada_verde,CAMPAIGN_02,9.699566143,10.699566143,1.000000000,2.770494492
QV-C02-017-D0002,QV-C02-017,DS00,quebrada_verde,CAMPAIGN_02,34.699566143,35.699566143,1.000000000,2.663809833
QV-C02-017-D0003,QV-C02-017,DS00,quebrada_verde,CAMPAIGN_02,59.699566143,60.699566143,1.000000000,2.647452227
QV-C02-017-D0004,QV-C02-017,DS00,quebrada_verde,CAMPAIGN_02,84.699566143,85.699566143,1.000000000,2.625313141
QV-C02-017-D0005,QV-C02-017,DS00,quebrada_verde,CAMPAIGN_02,109.699566143,110.699566143,1.000000000,2.661139413
QV-C02-017-D0006,QV-C02-017,DS00,quebrada_verde,CAMPAIGN_02,134.699566143,135.699566143,1.000000000,2.626426397
QV-C02-017-D0007,QV-C02-017,DS00,quebrada_verde,CAMPAIGN_02,159.699566143,160.699566143,1.000000000,2.616522241
QV-C02-017-D0008,QV-C02-017,DS00,quebrada_verde,CAMPAIGN_02,184.699566143,185.699566143,1.000000000,2.685906533
QV-C02-017-D0009,QV-C02-017,DS00,quebrada_verde,CAMPAIGN_02,209.699566143,210.699566143,1.000000000,2.662604292
QV-C02-018-D0001,QV-C02-018,DS00,quebrada_verde,CAMPAIGN_02,8.905075279,9.905075279,1.000000000,2.713255872
QV-C02-018-D0002,QV-C02-018,DS00,quebrada_verde,CAMPAIGN_02,33.905075279,34.905075279,1.000000000,2.651873733
QV-C02-018-D0003,QV-C02-018,DS00,quebrada_verde,CAMPAIGN_02,58.905075279,59.905075279,1.000000000,2.631181218
QV-C02-018-D0004,QV-C02-018,DS00,quebrada_verde,CAMPAIGN_02,83.905075279,84.905075279,1.000000000,2.635514956
QV-C02-018-D0005,QV-C02-018,DS00,quebrada_verde,CAMPAIGN_02,108.905075279,109.905075279,1.000000000,2.614088228
QV-C02-018-D0006,QV-C02-018,DS00,quebrada_verde,CAMPAIGN_02,133.905075279,134.905075279,1.000000000,2.666825744
QV-C02-018-D0007,QV-C02-018,DS00,quebrada_verde,CAMPAIGN_02,158.905075279,159.905075279,1.000000000,2.652438076
QV-C02-018-D0008,QV-C02-018,DS00,quebrada_verde,CAMPAIGN_02,183.905075279,184.905075279,1.000000000,2.607883906
QV-C02-018-D0009,QV-C02-018,DS00,quebrada_verde,CAMPAIGN_02,208.905075279,209.905075279,1.000000000,2.675981591
QV-C02-019-D0001,QV-C02-019,DS00,quebrada_verde,CAMPAIGN_02,17.697019744,18.697019744,1.000000000,2.750091304
QV-C02-019-D0002,QV-C02-019,DS00,quebrada_verde,CAMPAIGN_02,42.697019744,43.697019744,1.000000000,2.728813382
QV-C02-019-D0003,QV-C02-019,DS00,quebrada_verde,CAMPAIGN_02,67.697019744,68.697019744,1.000000000,2.729748670
QV-C02-019-D0004,QV-C02-019,DS00,quebrada_verde,CAMPAIGN_02,92.697019744,93.697019744,1.000000000,2.678668339
QV-C02-019-D0005,QV-C02-019,DS00,quebrada_verde,CAMPAIGN_02,117.697019744,118.697019744,1.000000000,2.629629433
QV-C02-019-D0006,QV-C02-019,DS00,quebrada_verde,CAMPAIGN_02,142.697019744,143.697019744,1.000000000,2.641334778
QV-C02-019-D0007,QV-C02-019,DS00,quebrada_verde,CAMPAIGN_02,167.697019744,168.697019744,1.000000000,2.650682795
QV-C02-019-D0008,QV-C02-019,DS00,quebrada_verde,CAMPAIGN_02,192.697019744,193.697019744,1.000000000,2.663072607
QV-C02-019-D0009,QV-C02-019,DS00,quebrada_verde,CAMPAIGN_02,217.697019744,218.697019744,1.000000000,2.697368866
QV-C02-020-D0001,QV-C02-020,DS00,quebrada_verde,CAMPAIGN_02,17.434670837,18.434670837,1.000000000,2.729538794
QV-C02-020-D0002,QV-C02-020,DS00,quebrada_verde,CAMPAIGN_02,42.434670837,43.434670837,1.000000000,2.696287622
QV-C02-020-D0003,QV-C02-020,DS00,quebrada_verde,CAMPAIGN_02,67.434670837,68.434670837,1.000000000,2.696666853
QV-C02-020-D0004,QV-C02-020,DS00,quebrada_verde,CAMPAIGN_02,92.434670837,93.434670837,1.000000000,2.700343934
QV-C02-020-D0005,QV-C02-020,DS00,quebrada_verde,CAMPAIGN_02,117.434670837,118.434670837,1.000000000,2.715555228
QV-C02-020-D0006,QV-C02-020,DS00,quebrada_verde,CAMPAIGN_02,142.434670837,143.434670837,1.000000000,2.706970515
QV-C02-020-D0007,QV-C02-020,DS00,quebrada_verde,CAMPAIGN_02,167.434670837,168.434670837,1.000000000,2.709615065
QV-C02-020-D0008,QV-C02-020,DS00,quebrada_verde,CAMPAIGN_02,192.434670837,193.434670837,1.000000000,2.644723264
QV-C02-020-D0009,QV-C02-020,DS00,quebrada_verde,CAMPAIGN_02,217.434670837,218.434670837,1.000000000,2.663651654
QV-C02-020-D0010,QV-C02-020,DS00,quebrada_verde,CAMPAIGN_02,242.434670837,243.434670837,1.000000000,2.675714245
QV-C02-020-D0011,QV-C02-020,DS00,quebrada_verde,CAMPAIGN_02,267.434670837,268.434670837,1.000000000,2.655524621
QV-C02-020-D0012,QV-C02-020,DS00,quebrada_verde,CAMPAIGN_02,292.434670837,293.434670837,1.000000000,2.675028657
QV-C03-001-D0001,QV-C03-001,DS00,quebrada_verde,CAMPAIGN_03,1.098716087,2.098716087,1.000000000,2.169015968
QV-C03-001-D0002,QV-C03-001,DS00,quebrada_verde,CAMPAIGN_03,26.098716087,27.098716087,1.000000000,2.624760602
QV-C03-001-D0003,QV-C03-001,DS00,quebrada_verde,CAMPAIGN_03,51.098716087,52.098716087,1.000000000,2.640332068
QV-C03-001-D0004,QV-C03-001,DS00,quebrada_verde,CAMPAIGN_03,76.098716087,77.098716087,1.000000000,2.649174098
QV-C03-001-D0005,QV-C03-001,DS00,quebrada_verde,CAMPAIGN_03,101.098716087,102.098716087,1.000000000,2.611694741
QV-C03-001-D0006,QV-C03-001,DS00,quebrada_verde,CAMPAIGN_03,126.098716087,127.098716087,1.000000000,2.656947849
QV-C03-001-D0007,QV-C03-001,DS00,quebrada_verde,CAMPAIGN_03,151.098716087,152.098716087,1.000000000,2.668944806
QV-C03-001-D0008,QV-C03-001,DS00,quebrada_verde,CAMPAIGN_03,176.098716087,177.098716087,1.000000000,2.631597990
QV-C03-001-D0009,QV-C03-001,DS00,quebrada_verde,CAMPAIGN_03,201.098716087,202.098716087,1.000000000,2.642972750
QV-C03-001-D0010,QV-C03-001,DS00,quebrada_verde,CAMPAIGN_03,226.098716087,227.098716087,1.000000000,2.674003487
QV-C03-002-D0001,QV-C03-002,DS00,quebrada_verde,CAMPAIGN_03,20.301296754,21.301296754,1.000000000,2.717921447
QV-C03-002-D0002,QV-C03-002,DS00,quebrada_verde,CAMPAIGN_03,45.301296754,46.301296754,1.000000000,2.641731717
QV-C03-002-D0003,QV-C03-002,DS00,quebrada_verde,CAMPAIGN_03,70.301296754,71.301296754,1.000000000,2.651025804
QV-C03-002-D0004,QV-C03-002,DS00,quebrada_verde,CAMPAIGN_03,95.301296754,96.301296754,1.000000000,2.649136756
QV-C03-002-D0005,QV-C03-002,DS00,quebrada_verde,CAMPAIGN_03,120.301296754,121.301296754,1.000000000,2.671149046
QV-C03-002-D0006,QV-C03-002,DS00,quebrada_verde,CAMPAIGN_03,145.301296754,146.301296754,1.000000000,2.680546697
